증권종류,회사명,종목코드,업종,주요제품,상장일,결산일,대표자명,홈페이지,지역
코스닥,지에프씨생명과학,388610,기타 화학제품 제조업,기타 화학제품 제조업,2025-06-30,12월,강희철..,없음,경기도
코스닥,케이지에이,455180,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2025-06-17,12월,김옥태,없음,경기도
코스닥,지씨지놈,340450,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2025-06-11,12월,기창석,없음,경기도
코스닥,링크솔루션,474650,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2025-06-10,12월,최근식,없음,경기도
코스닥,키스트론,475430,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2025-06-02,12월,정민호,없음,경기도
코스닥,신한제16호스팩,496070,금융 지원 서비스업,금융 지원 서비스업,2025-05-29,12월,김종환,없음,서울특별시
코스닥,인투셀,287840,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2025-05-23,12월,박태교,없음,대전광역시
유가증권,달바글로벌,483650,기타 화학제품 제조업,기타 화학제품 제조업,2025-05-22,12월,반성연,없음,서울특별시
코스닥,바이오비쥬,489460,기타 화학제품 제조업,기타 화학제품 제조업,2025-05-20,12월,양준호,없음,경기도
코스닥,이뮨온시아,424870,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2025-05-19,12월,김흥태,없음,경기도
코스닥,바이오포트,188040,기타 식품 제조업,기타 식품 제조업,2025-05-16,12월,김성구,없음,부산광역시
코스닥,티씨머티리얼즈,125020,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2025-05-15,12월,박혜린,없음,울산광역시
코스닥,로킷헬스케어,376900,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2025-05-12,12월,유석환,없음,서울특별시
코스닥,오가노이드사이언스,476040,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2025-05-09,12월,유종만,없음,경기도
코스닥,원일티엔아이,136150,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2025-05-09,12월,이정빈,없음,경기도
코스닥,나우로보틱스,459510,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2025-05-08,12월,이종주,없음,인천광역시
코스닥,에이아이코리아,364950,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2025-04-29,12월,안진호,없음,경기도
코스닥,쎄크,081180,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2025-04-28,12월,김종현,없음,경기도
코스닥,한국피아이엠,448900,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2025-04-04,12월,송준호,없음,대구광역시
코스닥,에이유브랜즈,481070,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매업",2025-04-03,12월,김지훈,없음,서울특별시
코스닥,우양에이치씨,101970,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",2025-03-28,12월,김진태,없음,경기도
코스닥,더즌,462860,전기 통신업,전기 통신업,2025-03-24,12월,조철한,없음,서울특별시
코스닥,심플랫폼,444530,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2025-03-21,12월,임대근..,없음,서울특별시
코스닥,티엑스알로보틱스,484810,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2025-03-20,12월,엄인섭,없음,경기도
코스닥,한텍,098070,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2025-03-20,12월,김강식,없음,울산광역시
코스닥,한화플러스제5호스팩,498390,금융 지원 서비스업,금융 지원 서비스업,2025-03-20,12월,김광후,없음,서울특별시
유가증권,씨케이솔루션,480370,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2025-03-17,12월,김유곤..,없음,경기도
유가증권,서울보증보험,031210,보험업,보험업,2025-03-14,12월,이명순,없음,서울특별시
코스닥,에스엠씨지,460870,유리 및 유리제품 제조업,유리 및 유리제품 제조업,2025-03-07,12월,최승호,없음,경기도
코스닥,엠디바이스,226590,전자부품 제조업,전자부품 제조업,2025-03-07,12월,조호경,없음,경기도
코스닥,대진첨단소재,393970,플라스틱제품 제조업,플라스틱제품 제조업,2025-03-06,12월,김기범,없음,서울특별시
코스닥,에르코스,435570,도시락 및 식사용 조리식품 제조업,도시락 및 식사용 조리식품 제조업,2025-02-28,12월,김슬기,없음,대전광역시
코스닥,엘케이켐,489500,기타 화학제품 제조업,기타 화학제품 제조업,2025-02-25,12월,이창엽,없음,충청남도
코스닥,위너스,479960,기타 전기장비 제조업,기타 전기장비 제조업,2025-02-24,12월,김창성,없음,
코스닥,모티브링크,463480,전자부품 제조업,전자부품 제조업,2025-02-20,12월,김기한,없음,경기도
코스닥,동국생명과학,303810,의약품 제조업,의약품 제조업,2025-02-17,12월,박재원,없음,서울특별시
코스닥,오름테라퓨틱,475830,기초 의약물질 제조업,기초 의약물질 제조업,2025-02-14,12월,이승주,없음,대전광역시
코스닥,동방메디컬,240550,의료용 기기 제조업,의료용 기기 제조업,2025-02-13,12월,김근식,없음,충청남도
코스닥,아이에스티이,212710,반도체 제조업,반도체 제조업,2025-02-12,12월,조창현,없음,경기도
유가증권,LG씨엔에스,064400,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2025-02-05,12월,현신균,없음,서울특별시
코스닥,아이지넷,462980,기타 정보 서비스업,기타 정보 서비스업,2025-02-04,12월,김창균..,없음,서울특별시
코스닥,피아이이,452450,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2025-02-04,12월,최정일..,없음,경기도
코스닥,삼양엔씨켐,482630,기타 화학제품 제조업,기타 화학제품 제조업,2025-02-03,12월,정회식,없음,경기도
코스닥,데이원컴퍼니,373160,기타 교육기관,기타 교육기관,2025-01-24,12월,이강민,없음,서울특별시
코스닥,아스테라시스,450950,의료용 기기 제조업,의료용 기기 제조업,2025-01-24,12월,서은택,없음,서울특별시
코스닥,와이즈넛,096250,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2025-01-24,12월,강용성,없음,경기도
코스닥,미트박스,475460,기타 정보 서비스업,기타 정보 서비스업,2025-01-23,12월,김기봉,없음,서울특별시
코스닥,유안타제17호스팩,493790,금융 지원 서비스업,금융 지원 서비스업,2025-01-23,12월,윤원도,없음,서울특별시
코스닥,블랙야크아이앤씨,478560,신발 및 신발 부분품 제조업,신발 및 신발 부분품 제조업,2025-01-21,12월,김태효,없음,서울특별시
코넥스,오션스바이오,332190,의료용 기기 제조업,의료용 기기 제조업,2025-01-14,12월,이현웅,없음,경상남도
코스닥,엠에프씨,432980,기초 의약물질 제조업,기초 의약물질 제조업,2024-12-26,12월,황성관..,없음,경기도
코스닥,파인메딕스,387570,의료용 기기 제조업,의료용 기기 제조업,2024-12-26,12월,전성우,없음,대구광역시
코스닥,쓰리에이로직스,177900,반도체 제조업,반도체 제조업,2024-12-24,12월,박광범..,없음,경기도
유가증권,GS피앤엘,499790,기타 금융업,기타 금융업,2024-12-23,12월,김원식,없음,서울특별시
코스닥,신한제14호스팩,487360,금융 지원 서비스업,금융 지원 서비스업,2024-12-23,12월,정우주,없음,서울특별시
코넥스,유비씨,495810,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-12-23,12월,조규종,없음,경기도
코넥스,창대정밀,368030,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-12-23,12월,박제현..,없음,경기도
코스닥,듀켐바이오,176750,의약품 제조업,의약품 제조업,2024-12-20,12월,김상우,없음,서울특별시
코스닥,키움제10호스팩,487720,금융 지원 서비스업,금융 지원 서비스업,2024-12-20,12월,김대식,없음,서울특별시
코스닥,에스지헬스케어,398120,의료용 기기 제조업,의료용 기기 제조업,2024-12-19,12월,김정수,없음,경기도
코스닥,온코닉테라퓨틱스,476060,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2024-12-19,12월,김존,없음,서울특별시
코스닥,온코크로스,382150,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2024-12-18,12월,김이랑..,없음,서울특별시
코스닥,벡트,457600,영상 및 음향기기 제조업,영상 및 음향기기 제조업,2024-12-16,12월,유창수,없음,서울특별시
유가증권,엠앤씨솔루션,484870,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-12-16,12월,김병근,없음,경상남도
코스닥,셀로맥스사이언스,471820,기타 식품 제조업,기타 식품 제조업,2024-12-13,12월,서정민,없음,경기도
코넥스,에이엠시지,495900,의료용 기기 제조업,의료용 기기 제조업,2024-12-13,12월,서용성,없음,서울특별시
코스닥,KB제31호스팩,492220,금융 지원 서비스업,금융 지원 서비스업,2024-12-12,12월,김형철,없음,서울특별시
코스닥,키움제11호스팩,489480,금융 지원 서비스업,금융 지원 서비스업,2024-12-11,12월,조선희,없음,서울특별시
유가증권,KB발해인프라,415640,신탁업 및 집합투자업,신탁업 및 집합투자업,2024-11-29,12월,법인이..,없음,서울특별시
코스닥,디비금융제13호스팩,489730,기타 금융업,기타 금융업,2024-11-28,12월,양준석,없음,서울특별시
코스닥,교보17호스팩,489210,금융 지원 서비스업,금융 지원 서비스업,2024-11-21,12월,장정훈,없음,서울특별시
코스닥,대신밸런스제19호스팩,482690,금융 지원 서비스업,금융 지원 서비스업,2024-11-20,12월,임병완,없음,서울특별시
코스닥,위츠,459100,전자부품 제조업,전자부품 제조업,2024-11-20,12월,김응태,없음,경기도
코스닥,유디엠텍,389680,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-11-20,12월,왕지남,없음,경기도
코스닥,RF시스템즈,474610,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2024-11-19,12월,한기우,없음,경기도
코스닥,사이냅소프트,466410,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-11-19,12월,전경헌,없음,서울특별시
코스닥,하나34호스팩,484130,금융 지원 서비스업,금융 지원 서비스업,2024-11-19,12월,송하용,없음,서울특별시
코스닥,에스켐,475660,기타 화학제품 제조업,기타 화학제품 제조업,2024-11-18,12월,염호영,없음,충청북도
코스닥,엠오티,413390,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-11-18,12월,마점래,없음,경상남도
코스닥,신한제15호스팩,487830,금융 지원 서비스업,금융 지원 서비스업,2024-11-15,12월,연오흠,없음,서울특별시
코스닥,쓰리빌리언,394800,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2024-11-14,12월,금창원,없음,서울특별시
코스닥,닷밀,464580,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업",2024-11-13,12월,정해운,없음,서울특별시
코스닥,노머스,473980,창작 및 예술관련 서비스업,창작 및 예술관련 서비스업,2024-11-12,12월,김영준,없음,서울특별시
코스닥,에어레인,163280,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2024-11-08,12월,하성용,없음,충청북도
코스닥,토모큐브,475960,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,2024-11-07,12월,박용근,없음,대전광역시
유가증권,더본코리아,475560,상품 종합 도매업,상품 종합 도매업,2024-11-06,12월,백종원,없음,서울특별시
코스닥,에이치이엠파마,376270,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2024-11-05,12월,지요셉,없음,경기도
코스닥,에이럭스,475580,그외 기타 제품 제조업,그외 기타 제품 제조업,2024-11-01,12월,이치헌,없음,서울특별시
코스닥,탑런토탈솔루션,336680,전자부품 제조업,전자부품 제조업,2024-11-01,12월,박영근,없음,경상북도
코스닥,성우,458650,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2024-10-31,12월,박종헌..,없음,경상북도
코스닥,유진스팩11호,488060,금융 지원 서비스업,금융 지원 서비스업,2024-10-31,12월,박홍식,없음,서울특별시
코넥스,타조엔터테인먼트,476710,창작 및 예술관련 서비스업,창작 및 예술관련 서비스업,2024-10-30,12월,이성호,없음,서울특별시
코스닥,클로봇,466100,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-10-28,12월,각자 ..,없음,경기도
코스닥,에이치엔에스하이텍,044990,전자부품 제조업,전자부품 제조업,2024-10-25,12월,김정희,없음,대전광역시
코스닥,웨이비스,289930,반도체 제조업,반도체 제조업,2024-10-25,12월,한민석,없음,경기도
코스닥,씨메스,475400,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-10-24,12월,이성호,없음,서울특별시
코스닥,한켐,457370,기초 화학물질 제조업,기초 화학물질 제조업,2024-10-22,12월,이상조,없음,대전광역시
코스닥,루미르,474170,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2024-10-21,12월,남명용,없음,경기도
코스닥,와이제이링크,209640,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-10-18,12월,박순일,없음,대구광역시
코스닥,인스피언,465480,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-10-18,12월,최정규,없음,서울특별시
코스닥,셀비온,308430,의약품 제조업,의약품 제조업,2024-10-16,12월,김권,없음,서울특별시
코스닥,제닉스로보틱스,381620,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-09-30,12월,배성관,없음,충청남도
코스닥,차이커뮤니케이션,351870,광고업,광고업,2024-09-27,12월,최영섭,없음,서울특별시
유가증권,한화비전,489790,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2024-09-27,12월,김기철,없음,경기도
코스닥,KB제30호스팩,486630,금융 지원 서비스업,금융 지원 서비스업,2024-09-25,12월,박홍진,없음,서울특별시
코스닥,아이언디바이스,464500,반도체 제조업,반도체 제조업,2024-09-23,12월,박기태,없음,서울특별시
코스닥,미래에셋비전스팩7호,482680,금융 지원 서비스업,금융 지원 서비스업,2024-09-11,12월,송우영,없음,서울특별시
코스닥,아이비젼웍스,469750,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-09-03,12월,길기재,없음,대전광역시
코스닥,아이스크림미디어,461300,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-08-30,12월,허주환..,없음,경기도
코스닥,이엔셀,456070,기초 의약물질 제조업,기초 의약물질 제조업,2024-08-23,12월,장종욱,없음,서울특별시
코스닥,M83,476080,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업",2024-08-22,12월,정성진,없음,서울특별시
코스닥,대신밸런스제18호스팩,478780,금융 지원 서비스업,금융 지원 서비스업,2024-08-22,12월,문병식,없음,서울특별시
코스닥,티디에스팜,464280,의약품 제조업,의약품 제조업,2024-08-21,12월,김철준,없음,경기도
코스닥,넥스트바이오메디컬,389650,의료용 기기 제조업,의료용 기기 제조업,2024-08-20,12월,이돈행,없음,인천광역시
코스닥,케이쓰리아이,431190,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-08-20,12월,이재영,없음,대전광역시
유가증권,전진건설로봇,079900,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-08-19,12월,고현국..,없음,충청북도
코스닥,유라클,088340,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-08-16,12월,조준희,없음,서울특별시
코스닥,교보16호스팩,482520,금융 지원 서비스업,금융 지원 서비스업,2024-08-13,12월,정시화,없음,서울특별시
코스닥,뱅크웨어글로벌,199480,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-08-12,12월,이경조..,없음,서울특별시
코스닥,아이빔테크놀로지,460470,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,2024-08-06,12월,김필한,없음,대전광역시
코스닥,피앤에스로보틱스,460940,의료용 기기 제조업,의료용 기기 제조업,2024-07-31,12월,박광훈,없음,서울특별시
유가증권,HS효성,487570,기타 금융업,기타 금융업,2024-07-29,12월,조현상..,없음,서울특별시
유가증권,산일전기,062040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2024-07-29,12월,박동석..,없음,경기도
코스닥,엔에이치스팩31호,481890,금융 지원 서비스업,금융 지원 서비스업,2024-07-26,12월,이시형,없음,서울특별시
코스닥,SK증권제13호스팩,473950,금융 지원 서비스업,금융 지원 서비스업,2024-07-25,12월,임율표,없음,서울특별시
코스닥,엑셀세라퓨틱스,373110,기초 의약물질 제조업,기초 의약물질 제조업,2024-07-15,12월,이의일,없음,서울특별시
코스닥,이베스트스팩6호,478110,금융 지원 서비스업,금융 지원 서비스업,2024-07-12,12월,박용,없음,서울특별시
유가증권,시프트업,462870,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-07-11,12월,김형태,없음,서울특별시
코스닥,하스,450330,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2024-07-03,12월,김용수,없음,강원특별자치도
코스닥,이노스페이스,462350,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2024-07-02,12월,김수종,없음,세종특별자치시
유가증권,신한글로벌액티브리츠,481850,신탁업 및 집합투자업,신탁업 및 집합투자업,2024-07-01,02월,조준우,없음,서울특별시
코스닥,에이치브이엠,295310,1차 비철금속 제조업,1차 비철금속 제조업,2024-06-28,12월,문승호,없음,경기도
코넥스,팡스카이,266350,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-06-28,12월,이병진..,없음,서울특별시
코스닥,하이젠알앤엠,160190,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2024-06-27,12월,김재학,없음,경상남도
코스닥,한국제15호스팩,479880,금융 지원 서비스업,금융 지원 서비스업,2024-06-26,12월,유한,없음,서울특별시
코스닥,에스오에스랩,464080,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2024-06-25,12월,정지성,없음,광주광역시
코스닥,미래에셋비전스팩6호,478440,금융 지원 서비스업,금융 지원 서비스업,2024-06-24,12월,정명훈,없음,서울특별시
코스닥,에이치엠씨제7호스팩,477340,금융 지원 서비스업,금융 지원 서비스업,2024-06-24,12월,조한종,없음,서울특별시
유가증권,파라다이스,034230,유원지 및 기타 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,2024-06-24,12월,최종환,없음,서울특별시
코스닥,한중엔시에스,107640,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2024-06-24,12월,김환식,없음,경상북도
코스닥,KB제29호스팩,478390,금융 지원 서비스업,금융 지원 서비스업,2024-06-21,12월,서영화,없음,서울특별시
코스닥,미래에셋비전스팩5호,477470,금융 지원 서비스업,금융 지원 서비스업,2024-06-19,12월,김대호,없음,서울특별시
코스닥,씨어스테크놀로지,458870,의료용 기기 제조업,의료용 기기 제조업,2024-06-19,12월,이영신,없음,경기도
코스닥,디비금융스팩12호,477760,기타 금융업,기타 금융업,2024-06-18,12월,김창희,없음,서울특별시
코스닥,라메디텍,462510,의료용 기기 제조업,의료용 기기 제조업,2024-06-17,12월,최종석,없음,서울특별시
코스닥,그리드위즈,453450,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2024-06-14,12월,김구환,없음,경기도
코스닥,다원넥스뷰,323350,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,2024-06-11,12월,남기중,없음,경기도
코스닥,미래에셋비전스팩4호,477380,금융 지원 서비스업,금융 지원 서비스업,2024-05-29,12월,김정수,없음,서울특별시
코스닥,노브랜드,145170,편조의복 제조업,편조의복 제조업,2024-05-23,12월,김기홍,없음,서울특별시
코스닥,아이씨티케이,456010,반도체 제조업,반도체 제조업,2024-05-17,12월,이정원,없음,서울특별시
유가증권,HD현대마린솔루션,443060,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2024-05-08,12월,이기동,없음,경기도
코스닥,SK증권제12호스팩,473000,금융 지원 서비스업,금융 지원 서비스업,2024-05-07,12월,이재혁,없음,서울특별시
코스닥,코칩,126730,전자부품 제조업,전자부품 제조업,2024-05-07,12월,손진형,없음,경기도
코스닥,민테크,452200,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2024-05-03,12월,홍영진,없음,대전광역시
코스닥,카티스,140430,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2024-05-03,12월,김승수,없음,경기도
코스닥,디앤디파마텍,347850,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2024-05-02,12월,이슬기,없음,경기도
코스닥,유안타제16호스팩,474490,금융 지원 서비스업,금융 지원 서비스업,2024-05-02,12월,박병권,없음,서울특별시
코스닥,제일엠앤에스,412540,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-04-30,12월,이영진,없음,경기도
코스닥,삐아,451250,기타 화학제품 제조업,기타 화학제품 제조업,2024-04-25,12월,박광춘,없음,인천광역시
코스닥,하나33호스팩,475250,금융 지원 서비스업,금융 지원 서비스업,2024-04-24,12월,박태한,없음,서울특별시
코스닥,신한제13호스팩,474930,금융 지원 서비스업,금융 지원 서비스업,2024-04-22,12월,배성환,없음,서울특별시
코스닥,신한제12호스팩,474660,금융 지원 서비스업,금융 지원 서비스업,2024-04-15,12월,이동호,없음,서울특별시
코스닥,아이엠비디엑스,461030,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2024-04-03,12월,김태유,없음,서울특별시
유가증권,SK이터닉스,475150,건물 건설업,건물 건설업,2024-03-29,12월,김해중,없음,경기도
코스닥,하나32호스팩,475240,금융 지원 서비스업,금융 지원 서비스업,2024-03-27,12월,박종찬,없음,서울특별시
코스닥,엔젤로보틱스,455900,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-03-26,12월,조남민..,없음,서울특별시
코스닥,제이투케이바이오,420570,기타 화학제품 제조업,기타 화학제품 제조업,2024-03-25,12월,이재섭,없음,충청북도
코스닥,삼현,437730,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2024-03-21,12월,황성호..,없음,경상남도
코스닥,오상헬스케어,036220,의료용 기기 제조업,의료용 기기 제조업,2024-03-13,12월,강철훈..,없음,경기도
코스닥,케이엔알시스템,199430,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2024-03-07,12월,김명한,없음,경기도
코스닥,비엔케이제2호스팩,473370,금융 지원 서비스업,금융 지원 서비스업,2024-03-05,12월,정민중,http://bnkspac2.com,서울특별시
코스닥,하나31호스팩,469900,금융 지원 서비스업,금융 지원 서비스업,2024-03-05,12월,한규정,없음,서울특별시
코스닥,SK증권제11호스팩,472230,금융 지원 서비스업,금융 지원 서비스업,2024-03-04,12월,최상우,없음,서울특별시
코스닥,유안타제15호스팩,473050,금융 지원 서비스업,금융 지원 서비스업,2024-02-29,12월,구태훈,없음,서울특별시
코스닥,유진스팩10호,468760,금융 지원 서비스업,금융 지원 서비스업,2024-02-29,12월,김동진,없음,서울특별시
유가증권,에이피알,278470,기타 화학제품 제조업,기타 화학제품 제조업,2024-02-27,12월,김병훈,없음,서울특별시
코스닥,E8,418620,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-02-23,12월,김진현,없음,서울특별시
코스닥,코셈,360350,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2024-02-23,12월,이준희,없음,대전광역시
